,word1,word2,similarity
1014,brown,red,32.000000
1015,iron,rusty,32.000000
1016,apartment,bedroom,32.000000
1017,foliage,lily,32.000000
1018,face,happy,32.000000
1019,airport,traffic,32.000000
1020,rain,wind,32.000000
1021,handwriting,sketch,32.000000
1022,city,live,32.000000
1023,rain,sunny,32.000000
1024,blonde,haircut,32.000000
1025,abandon,ruin,32.000000
1026,black,yellow,32.000000
1027,bacon,cooking,32.000000
1028,dragonfly,pond,32.000000
1029,ceiling,staircase,32.000000
1030,morning,time,32.000000
1031,potato,sweet,32.000000
1032,day,sunny,32.000000
1033,hotel,house,32.000000
1034,guy,haircut,32.000000
1035,mud,sand,32.000000
1036,staircase,wall,32.000000
1037,brown,white,32.000000
1038,dinner,sit,32.000000
1039,evening,morning,32.000000
1040,bench,sit,32.000000
1041,hummingbird,pelican,32.000000
1042,bike,chopper,32.000000
1043,foliage,tulip,32.000000
1044,bar,cafe,32.000000
1045,autumn,sunshine,32.000000
1046,potato,tomato,32.000000
1047,scenery,trail,32.000000
1048,jacket,skirt,32.000000
1049,construction,skyscraper,32.000000
1050,chicken,lamb,32.000000
1051,grey,orange,32.000000
1052,bikini,lake,32.000000
1053,carrot,soup,32.000000
1054,bar,diner,32.000000
1055,dessert,frozen,32.000000
1056,cooking,diner,32.000000
1057,violet,white,32.000000
1058,apple,dessert,32.000000
1059,cooking,noodle,32.000000
1060,bear,son,32.000000
1061,insect,lizard,32.000000
1062,foliage,twig,32.000000
1063,outdoor,pool,32.000000
1064,morning,sunset,32.000000
1065,escalator,subway,32.000000
1066,bacon,soup,32.000000
1067,berry,sweet,32.000000
1068,grey,pink,32.000000
1069,rain,sunshine,32.000000
1070,game,play,32.000000
1071,cocktail,dinner,32.000000
1072,building,concrete,32.000000
1073,street,town,32.000000
1074,friend,love,32.000000
1075,festival,musician,32.000000
1076,berry,twig,32.000000
1077,ball,drop,31.000000
1078,black,violet,31.000000
1079,hawk,wild,31.000000
1080,cooking,salad,31.000000
1081,floor,staircase,31.000000
1082,lawn,patio,31.000000
1083,guy,sport,31.000000
1084,blossom,purple,31.000000
1085,cold,rain,31.000000
1086,reptile,wild,31.000000
1087,glitter,sunshine,31.000000
1088,room,staircase,31.000000
1089,mammal,wild,31.000000
1090,interior,paint,31.000000
1091,forest,frog,31.000000
1092,ceiling,window,31.000000
1093,coast,sailing,31.000000
1094,relax,sit,31.000000
1095,fungus,moss,31.000000
1096,interior,staircase,31.000000
1097,bride,photographer,31.000000
1098,dirt,racing,31.000000
1099,frozen,raspberry,31.000000
1100,boy,school,31.000000
1101,brown,violet,31.000000
1102,play,stadium,31.000000
1103,chapel,graveyard,31.000000
1104,dew,frost,31.000000
1105,dark,grey,31.000000
1106,desert,mountain,31.000000
1107,berry,purple,31.000000
1108,collage,illustration,31.000000
1109,cold,wet,31.000000
1110,burger,cooking,31.000000
1111,day,evening,31.000000
1112,jean,shirt,31.000000
1113,blue,white,31.000000
1114,giraffe,lion,31.000000
1115,dandelion,foliage,31.000000
1116,bird,reptile,31.000000
1117,bathroom,floor,31.000000
1118,love,smile,31.000000
1119,small,village,31.000000
1120,hat,jean,31.000000
1121,bright,orange,31.000000
1122,bud,fruit,31.000000
1123,fall,tear,31.000000
1124,food,fruit,31.000000
1125,red,white,31.000000
1126,collage,exhibition,31.000000
1127,orange,raspberry,31.000000
1128,hat,outfit,31.000000
1129,hockey,play,31.000000
1130,berry,eat,31.000000
1131,bag,pillow,31.000000
1132,bread,salad,31.000000
1133,bathroom,ceiling,31.000000
1134,bacon,burger,31.000000
1135,ceramic,floor,31.000000
1136,fun,relax,31.000000
1137,dawn,misty,31.000000
1138,hot,weather,31.000000
1139,pepper,potato,31.000000
1140,pink,red,31.000000
1141,interior,roof,31.000000
1142,cute,kid,31.000000
1143,vine,wine,31.000000
1144,skyline,tower,31.000000
1145,pet,terrier,31.000000
1146,girl,sexy,31.000000
1147,downtown,subway,31.000000
1148,jump,leg,31.000000
1149,dessert,salad,31.000000
1150,shirt,sock,31.000000
1151,exhibition,painting,31.000000
1152,boardwalk,trail,31.000000
1153,apple,blossom,31.000000
1154,hawk,mallard,31.000000
1155,hand,stand,31.000000
1156,flower,yellow,31.000000
1157,floor,porch,31.000000
1158,drip,wash,31.000000
1159,foliage,ivy,31.000000
1160,cliff,waterfall,30.000000
1161,foliage,fruit,30.000000
1162,orange,white,30.000000
1163,station,underground,30.000000
1164,foliage,yellow,30.000000
1165,dude,friend,30.000000
1166,forest,tropical,30.000000
1167,rain,sun,30.000000
1168,belly,dance,30.000000
1169,man,sexy,30.000000
1170,colorful,outfit,30.000000
1171,reptile,rodent,30.000000
1172,burger,salad,30.000000
1173,fruit,sweet,30.000000
1174,flamingo,mallard,30.000000
1175,garage,kitchen,30.000000
1176,roof,stair,30.000000
1177,club,hockey,30.000000
1178,house,staircase,30.000000
1179,feel,kiss,30.000000
1180,bright,red,30.000000
1181,lake,valley,30.000000
1182,door,patio,30.000000
1183,apartment,kitchen,30.000000
1184,grey,yellow,30.000000
1185,chicken,salad,30.000000
1186,punk,rock,30.000000
1187,bloom,twig,30.000000
1188,blonde,wig,30.000000
1189,cold,water,30.000000
1190,blur,lens,30.000000
1191,door,porch,30.000000
1192,foliage,orchid,30.000000
1193,door,interior,30.000000
1194,female,makeup,30.000000
1195,cloud,sunlight,30.000000
1196,beach,pebble,30.000000
1197,bright,yellow,30.000000
1198,bed,floor,30.000000
1199,cherry,dessert,30.000000
1200,misty,sunrise,30.000000
1201,dark,shade,30.000000
1202,railroad,underground,30.000000
1203,cafe,donut,30.000000
1204,musician,punk,30.000000
1205,memorial,people,30.000000
1206,stop,time,30.000000
1207,glitter,star,30.000000
1208,fun,idea,30.000000
1209,band,uniform,30.000000
1210,insect,plant,30.000000
1211,bedroom,kitchen,30.000000
1212,harbour,scenery,30.000000
1213,collage,painting,30.000000
1214,mist,sky,30.000000
1215,dawn,sunshine,30.000000
1216,costume,shirt,30.000000
1217,mud,water,30.000000
1218,blossom,violet,30.000000
1219,fishing,shore,30.000000
1220,cloud,sunny,30.000000
1221,shade,sunlight,30.000000
1222,friend,smile,30.000000
1223,bacon,salad,30.000000
1224,pod,round,30.000000
1225,flower,fruit,30.000000
1226,abstract,museum,30.000000
1227,door,stair,30.000000
1228,foot,tall,30.000000
1229,cooking,fruit,30.000000
1230,burger,soup,30.000000
1231,match,play,30.000000
1232,cattle,goat,29.000000
1233,camera,theatre,29.000000
1234,flower,wild,29.000000
1235,lick,lip,29.000000
1236,lunch,tea,29.000000
1237,berry,dessert,29.000000
1238,downtown,shopping,29.000000
1239,kitchen,wash,29.000000
1240,petal,twig,29.000000
1241,happy,kid,29.000000
1242,amphibian,bird,29.000000
1243,cold,sunny,29.000000
1244,meat,soup,29.000000
1245,camel,desert,29.000000
1246,foliage,shade,29.000000
1247,restaurant,room,29.000000
1248,couple,family,29.000000
1249,bird,mammal,29.000000
1250,arch,porch,29.000000
1251,kitty,lick,29.000000
1252,blossom,ivy,29.000000
1253,grey,red,29.000000
1254,bright,pink,29.000000
1255,bay,cliff,29.000000
1256,door,staircase,29.000000
1257,chess,toy,29.000000
1258,gull,hummingbird,29.000000
1259,beauty,peacock,29.000000
1260,boardwalk,park,29.000000
1261,city,ruin,29.000000
1262,bay,swim,29.000000
1263,daisy,foliage,29.000000
1264,apartment,bathroom,29.000000
1265,flower,purple,29.000000
1266,hill,path,29.000000
1267,match,stadium,29.000000
1268,monument,ruin,29.000000
1269,dark,white,29.000000
1270,ancient,city,29.000000
1271,lick,puppy,29.000000
1272,metal,punk,29.000000
1273,hotel,relax,29.000000
1274,nut,sunflower,29.000000
1275,hot,wet,29.000000
1276,glass,vinyl,29.000000
1277,foliage,moss,29.000000
1278,coast,scenery,29.000000
1279,bacon,bread,29.000000
1280,brick,roof,29.000000
1281,wet,winter,29.000000
1282,dark,silhouette,29.000000
1283,bacon,dessert,29.000000
1284,floor,stair,29.000000
1285,day,lunch,29.000000
1286,line,lunch,29.000000
1287,room,sit,29.000000
1288,interior,outdoor,29.000000
1289,shirt,white,29.000000
1290,lick,paw,29.000000
1291,brown,pink,29.000000
1292,friend,fun,29.000000
1293,city,downtown,29.000000
1294,pool,relax,28.000000
1295,bird,dragonfly,28.000000
1296,bacon,tomato,28.000000
1297,dandelion,seed,28.000000
1298,purple,shade,28.000000
1299,bacon,pepper,28.000000
1300,dark,purple,28.000000
1301,door,floor,28.000000
1302,sidewalk,street,28.000000
1303,bacon,sandwich,28.000000
1304,petal,pink,28.000000
1305,colour,dark,28.000000
1306,brick,staircase,28.000000
1307,fog,sunny,28.000000
1308,valley,waterfall,28.000000
1309,rice,soup,28.000000
1310,patio,pool,28.000000
1311,patio,sit,28.000000
1312,river,scenery,28.000000
1313,beard,blonde,28.000000
1314,nest,stork,28.000000
1315,carrot,pepper,28.000000
1316,collage,paint,28.000000
1317,jump,swimming,28.000000
1318,chapel,gravestone,28.000000
1319,feel,smile,28.000000
1320,flag,stripe,28.000000
1321,harbour,town,28.000000
1322,guitar,punk,28.000000
1323,scenery,sunny,28.000000
1324,christmas,valentine,28.000000
1325,bloom,pink,28.000000
1326,bear,daughter,28.000000
1327,insect,rodent,28.000000
1328,bedroom,floor,28.000000
1329,stair,wall,28.000000
1330,chapel,ruin,28.000000
1331,beef,tomato,28.000000
1332,doodle,scratch,28.000000
1333,daffodil,purple,28.000000
1334,lake,scenery,28.000000
1335,roof,staircase,28.000000
1336,boy,live,28.000000
1337,chain,store,28.000000
1338,coast,hill,28.000000
1339,mushroom,pepper,28.000000
1340,porch,window,28.000000
1341,hot,water,28.000000
1342,sock,white,28.000000
1343,arch,bridge,28.000000
1344,dessert,raspberry,28.000000
1345,brick,ceiling,28.000000
1346,scenery,sunshine,28.000000
1347,city,square,28.000000
1348,stand,walk,28.000000
1349,evening,fun,28.000000
1350,happy,sexy,28.000000
1351,burger,mac,28.000000
1352,paint,sculpture,28.000000
1353,misty,morning,28.000000
1354,frost,rain,28.000000
1355,color,shade,28.000000
1356,bacon,potato,28.000000
1357,patio,stair,28.000000
1358,hot,wash,27.000000
1359,button,sticker,27.000000
1360,cute,happy,27.000000
1361,happy,tear,27.000000
1362,pepper,soup,27.000000
1363,alley,racing,27.000000
1364,smile,tear,27.000000
1365,train,underground,27.000000
1366,blonde,curl,27.000000
1367,flamingo,mammal,27.000000
1368,porch,staircase,27.000000
1369,ford,river,27.000000
1370,room,stair,27.000000
1371,face,glitter,27.000000
1372,nest,reptile,27.000000
1373,sailing,sink,27.000000
1374,floor,kitchen,27.000000
1375,cottage,garden,27.000000
1376,day,weather,27.000000
1377,amphibian,insect,27.000000
1378,eat,sweet,27.000000
1379,pregnant,round,27.000000
1380,brown,feather,27.000000
1381,bed,sit,27.000000
1382,bike,rally,27.000000
1383,apartment,patio,27.000000
1384,cooking,dessert,27.000000
1385,lily,purple,27.000000
1386,kitchen,patio,27.000000
1387,line,subway,27.000000
1388,breakfast,room,27.000000
1389,gull,reptile,27.000000
1390,dirty,rusty,27.000000
1391,bath,bedroom,27.000000
1392,cottage,patio,27.000000
1393,misty,sunshine,27.000000
1394,band,metal,27.000000
1395,skyline,tall,27.000000
1396,berry,foliage,27.000000
1397,mushroom,salad,27.000000
1398,abandon,soldier,27.000000
1399,bath,kitchen,27.000000
1400,sit,stop,27.000000
1401,outdoor,swimming,27.000000
1402,ruin,stone,27.000000
1403,building,sidewalk,27.000000
1404,fall,stop,27.000000
1405,cloud,ripple,27.000000
1406,cliff,scenery,27.000000
1407,salad,strawberry,27.000000
1408,graveyard,ruin,27.000000
1409,pepper,tomato,27.000000
1410,line,metro,27.000000
1411,bird,wild,27.000000
1412,hill,road,27.000000
1413,cliff,harbour,27.000000
1414,clothes,sexy,27.000000
1415,baseball,club,27.000000
1416,petal,purple,27.000000
1417,collar,skirt,27.000000
1418,cottage,sleep,27.000000
1419,match,round,27.000000
1420,kitchen,stair,27.000000
1421,church,graveyard,27.000000
1422,lighthouse,wall,27.000000
1423,kitchen,sit,27.000000
1424,dawn,spring,27.000000
1425,hot,spring,27.000000
1426,flower,weather,27.000000
1427,child,fun,27.000000
1428,evening,walk,27.000000
1429,cliff,sea,27.000000
1430,cold,mist,27.000000
1431,station,theatre,27.000000
1432,dusk,misty,27.000000
1433,friend,lady,27.000000
1434,mountain,sea,26.000000
1435,escalator,metro,26.000000
1436,live,old,26.000000
1437,friend,guy,26.000000
1438,theatre,tv,26.000000
1439,ceiling,kitchen,26.000000
1440,nature,snowman,26.000000
1441,coin,ticket,26.000000
1442,plane,sailing,26.000000
1443,sea,sink,26.000000
1444,bench,boardwalk,26.000000
1445,happy,kiss,26.000000
1446,bath,bed,26.000000
1447,restaurant,shopping,26.000000
1448,canine,run,26.000000
1449,lunch,sit,26.000000
1450,bus,rail,26.000000
1451,frog,tropical,26.000000
1452,bathroom,bed,26.000000
1453,goose,wolf,26.000000
1454,happy,mom,26.000000
1455,black,paint,26.000000
1456,glitter,scenery,26.000000
1457,beef,salad,26.000000
1458,construction,downtown,26.000000
1459,parking,underground,26.000000
1460,park,skate,26.000000
1461,apartment,pool,26.000000
1462,flood,line,26.000000
1463,marble,wall,26.000000
1464,hummingbird,tropical,26.000000
1465,palace,ruin,26.000000
1466,panda,pig,26.000000
1467,frost,shade,26.000000
1468,cherry,sweet,26.000000
1469,carrot,fruit,26.000000
1470,brick,skyscraper,26.000000
1471,collage,sculpture,26.000000
1472,fruit,potato,26.000000
1473,grey,stripe,26.000000
1474,patio,room,26.000000
1475,fun,sexy,26.000000
1476,blue,fabric,26.000000
1477,guy,sexy,26.000000
1478,guitar,track,26.000000
1479,misty,scenery,26.000000
1480,kitchen,porch,26.000000
1481,sweet,wine,26.000000
1482,cute,guy,26.000000
1483,bedroom,relax,26.000000
1484,hummingbird,insect,26.000000
1485,hill,horizon,26.000000
1486,beef,pepper,26.000000
1487,hand,leave,26.000000
1488,beef,deer,26.000000
1489,frog,whale,26.000000
1490,bright,shade,26.000000
1491,cooking,frozen,26.000000
1492,festival,gate,26.000000
1493,interior,object,25.000000
1494,bathroom,sit,25.000000
1495,smoke,sun,25.000000
1496,crochet,jewelry,25.000000
1497,architecture,skyline,25.000000
1498,cold,puddle,25.000000
1499,blur,eye,25.000000
1500,guy,sleep,25.000000
1501,baseball,shirt,25.000000
1502,amphibian,pelican,25.000000
1503,shade,violet,25.000000
1504,green,shade,25.000000
1505,evening,sunny,25.000000
1506,blue,stripe,25.000000
1507,patio,staircase,25.000000
1508,puddle,street,25.000000
1509,eye,smile,25.000000
1510,canine,lick,25.000000
1511,outfit,punk,25.000000
1512,dragonfly,reptile,25.000000
1513,mist,sunshine,25.000000
1514,castle,ruin,25.000000
1515,angel,sculpture,25.000000
1516,bud,ivy,25.000000
1517,chicken,mammal,25.000000
1518,family,live,25.000000
1519,carrot,sunflower,25.000000
1520,interior,stair,25.000000
1521,craft,game,25.000000
1522,valley,village,25.000000
1523,brown,gull,25.000000
1524,decoration,tulip,25.000000
1525,bud,pink,25.000000
1526,dessert,orange,25.000000
1527,mammal,reptile,25.000000
1528,cute,sexy,25.000000
1529,relax,scenery,25.000000
1530,blue,bright,25.000000
1531,cold,misty,25.000000
1532,floor,skyscraper,25.000000
1533,coast,valley,25.000000
1534,ceiling,stair,25.000000
1535,couple,live,25.000000
1536,red,stripe,25.000000
1537,sing,write,25.000000
1538,hang,stand,25.000000
1539,meat,pepper,25.000000
1540,insect,mammal,25.000000
1541,track,vinyl,25.000000
1542,show,sketch,25.000000
1543,clothes,cute,25.000000
1544,harbour,sink,25.000000
1545,dude,sexy,25.000000
1546,blue,shade,25.000000
1547,garden,house,25.000000
1548,crane,wild,25.000000
1549,feel,tear,24.000000
1550,bar,relax,24.000000
1551,breakfast,sleep,24.000000
1552,shore,valley,24.000000
1553,amphibian,wild,24.000000
1554,door,kitchen,24.000000
1555,sexy,smile,24.000000
1556,stripe,white,24.000000
1557,family,male,24.000000
1558,hummingbird,mammal,24.000000
1559,amphibian,dragonfly,24.000000
1560,rice,yellow,24.000000
1561,happy,time,24.000000
1562,line,street,24.000000
1563,black,skirt,24.000000
1564,porch,wall,24.000000
1565,drop,hang,24.000000
1566,mist,sunny,24.000000
1567,pepper,strawberry,24.000000
1568,ruin,skyline,24.000000
1569,nude,painting,24.000000
1570,diner,patio,24.000000
1571,bridge,ford,24.000000
1572,blonde,cute,24.000000
1573,morning,weather,24.000000
1574,dress,match,24.000000
1575,fungus,rust,24.000000
1576,stripe,yellow,24.000000
1577,chapel,tower,24.000000
1578,feather,wild,24.000000
1579,cake,christmas,24.000000
1580,bright,raspberry,24.000000
1581,harbor,sink,24.000000
1582,barn,owl,24.000000
1583,daisy,purple,24.000000
1584,frost,grass,24.000000
1585,blue,shirt,24.000000
1586,post,view,24.000000
1587,hawk,mammal,24.000000
1588,garden,kitchen,24.000000
1589,bright,purple,24.000000
1590,cute,haircut,24.000000
1591,hawk,reptile,24.000000
1592,fun,lego,24.000000
1593,snow,sunshine,24.000000
1594,bloom,purple,24.000000
1595,family,female,24.000000
1596,orange,salad,24.000000
1597,architecture,shade,24.000000
1598,bedroom,stair,24.000000
1599,hill,town,24.000000
1600,bread,dessert,24.000000
1601,cathedral,step,24.000000
1602,bedroom,staircase,24.000000
1603,shore,town,24.000000
1604,bench,game,24.000000
1605,mist,sunlight,24.000000
1606,fountain,marble,24.000000
1607,makeup,reflection,24.000000
1608,cocktail,relax,24.000000
1609,sketch,texture,24.000000
1610,deer,elephant,24.000000
1611,bed,ceiling,24.000000
1612,evening,relax,24.000000
1613,berry,ivy,24.000000
1614,ruin,village,24.000000
1615,cafe,street,24.000000
1616,palm,twig,24.000000
1617,frost,spring,24.000000
1618,daisy,pink,24.000000
1619,dirty,hand,24.000000
1620,arch,wall,24.000000
1621,porch,room,24.000000
1622,cottage,scenery,24.000000
1623,fruit,meat,24.000000
1624,cute,smile,24.000000
1625,bath,floor,24.000000
1626,old,town,24.000000
1627,skirt,white,24.000000
1628,glitter,misty,23.000000
1629,fire,sand,23.000000
1630,sit,staircase,23.000000
1631,blue,dark,23.000000
1632,nail,rusty,23.000000
1633,ceiling,marble,23.000000
1634,basket,dinner,23.000000
1635,card,party,23.000000
1636,bright,foliage,23.000000
1637,cold,drip,23.000000
1638,lamb,snow,23.000000
1639,cafe,relax,23.000000
1640,cathedral,ruin,23.000000
1641,hill,river,23.000000
1642,friend,night,23.000000
1643,orange,shade,23.000000
1644,live,male,23.000000
1645,coffee,lunch,23.000000
1646,key,palace,23.000000
1647,shop,show,23.000000
1648,burger,dessert,23.000000
1649,morning,relax,23.000000
1650,craft,note,23.000000
1651,dessert,sandwich,23.000000
1652,dirty,feel,23.000000
1653,beer,patio,23.000000
1654,eat,frozen,23.000000
1655,brick,porch,23.000000
1656,ceiling,door,23.000000
1657,deer,insect,23.000000
1658,happy,home,23.000000
1659,rock,track,23.000000
1660,footprint,tile,23.000000
1661,exhibition,work,23.000000
1662,city,lamp,23.000000
1663,cute,lady,23.000000
1664,shade,white,23.000000
1665,beauty,orchid,23.000000
1666,hummingbird,rodent,23.000000
1667,haircut,sexy,23.000000
1668,arch,concrete,23.000000
1669,airport,asphalt,23.000000
1670,air,dew,23.000000
1671,pregnancy,sit,23.000000
1672,frost,plant,23.000000
1673,forest,hummingbird,23.000000
1674,kiss,smile,23.000000
1675,eat,rabbit,23.000000
1676,autumn,shade,23.000000
1677,guy,kid,23.000000
1678,fall,love,23.000000
1679,oak,rose,23.000000
1680,city,firework,23.000000
1681,lamb,mother,23.000000
1682,cone,diamond,23.000000
1683,concrete,school,23.000000
1684,scenery,sketch,23.000000
1685,face,guy,23.000000
1686,scenery,shore,23.000000
1687,daisy,gravestone,23.000000
1688,field,skyscraper,23.000000
1689,leather,rope,23.000000
1690,sink,sunset,23.000000
1691,amphibian,brown,23.000000
1692,evening,misty,23.000000
1693,miniature,painting,23.000000
1694,dessert,wine,23.000000
1695,foliage,tall,23.000000
1696,evening,lunch,23.000000
1697,dark,orange,23.000000
1698,dessert,lunch,23.000000
1699,misty,mountain,23.000000
1700,boy,hand,23.000000
1701,dessert,soup,23.000000
1702,blue,skirt,22.000000
1703,dark,pink,22.000000
1704,interior,patio,22.000000
1705,sunny,wet,22.000000
1706,camera,painting,22.000000
1707,automobile,police,22.000000
1708,boardwalk,evening,22.000000
1709,guy,smile,22.000000
1710,sit,time,22.000000
1711,pink,skirt,22.000000
1712,ivy,wall,22.000000
1713,rock,sing,22.000000
1714,action,truck,22.000000
1715,hill,shore,22.000000
1716,happy,morning,22.000000
1717,demolition,skyscraper,22.000000
1718,happy,idea,22.000000
1719,hummingbird,reptile,22.000000
1720,breakfast,sit,22.000000
1721,light,sleep,22.000000
1722,cute,feel,22.000000
1723,bead,gold,22.000000
1724,clothes,haircut,22.000000
1725,evening,sunshine,22.000000
1726,foliage,violet,22.000000
1727,cathedral,interior,22.000000
1728,post,quote,22.000000
1729,mammal,pelican,22.000000
1730,escalator,underground,22.000000
1731,band,outfit,22.000000
1732,church,interior,22.000000
1733,market,sushi,22.000000
1734,grey,rusty,22.000000
1735,arch,brick,22.000000
1736,feel,sleep,22.000000
1737,insect,twig,22.000000
1738,colorful,toy,22.000000
1739,cherry,vine,22.000000
1740,dessert,noodle,22.000000
1741,black,pencil,22.000000
1742,band,track,22.000000
1743,happy,sleep,22.000000
1744,skate,vehicle,22.000000
1745,dessert,rice,22.000000
1746,movie,shopping,22.000000
1747,shade,twig,22.000000
1748,frost,sunny,22.000000
1749,misty,sky,22.000000
1750,misty,sunset,22.000000
1751,black,stripe,22.000000
1752,church,porch,22.000000
1753,morning,smile,22.000000
1754,autumn,frost,22.000000
1755,bath,patio,22.000000
1756,person,stair,22.000000
1757,pumpkin,valley,22.000000
1758,dark,pod,22.000000
1759,child,live,22.000000
1760,orchid,patio,22.000000
1761,shade,yellow,21.000000
1762,dirty,drip,21.000000
1763,key,stone,21.000000
1764,people,stair,21.000000
1765,bathroom,staircase,21.000000
1766,dome,interior,21.000000
1767,breakfast,hotel,21.000000
1768,bike,patio,21.000000
1769,female,old,21.000000
1770,glitter,smile,21.000000
1771,downtown,shore,21.000000
1772,fruit,sunflower,21.000000
1773,feline,reptile,21.000000
1774,run,train,21.000000
1775,shopping,street,21.000000
1776,cat,garden,21.000000
1777,cute,mom,21.000000
1778,steel,wing,21.000000
1779,guy,walk,21.000000
1780,horse,work,21.000000
1781,chipmunk,wolf,21.000000
1782,red,shade,21.000000
1783,school,traffic,21.000000
1784,dance,hotel,21.000000
1785,sunny,winter,21.000000
1786,ceramic,colour,21.000000
1787,house,poster,21.000000
1788,colorful,frame,21.000000
1789,sweet,vine,21.000000
1790,barn,food,21.000000
1791,field,squirrel,21.000000
1792,brown,hawk,21.000000
1793,city,small,21.000000
1794,dark,violet,21.000000
1795,brick,interior,21.000000
1796,couple,female,21.000000
1797,cliff,sand,21.000000
1798,key,motor,21.000000
1799,square,town,21.000000
1800,misty,sunny,21.000000
1801,jean,wash,21.000000
1802,foot,piano,21.000000
1803,model,toe,21.000000
1804,crystal,spiral,21.000000
1805,cliff,shore,21.000000
1806,lake,whale,21.000000
1807,shore,waterfall,21.000000
1808,foliage,pink,21.000000
1809,hawk,insect,21.000000
1810,curl,whisker,21.000000
1811,dessert,pepper,21.000000
1812,dinner,room,21.000000
1813,art,drive,21.000000
1814,drop,time,21.000000
1815,hang,sit,21.000000
1816,skin,sunglasses,21.000000
1817,lunch,morning,21.000000
1818,drug,musician,21.000000
1819,redhead,rusty,21.000000
1820,live,race,21.000000
1821,fall,stand,21.000000
1822,cliff,fence,21.000000
1823,misty,snow,21.000000
1824,gasoline,town,21.000000
1825,decoration,twig,21.000000
1826,flower,shade,21.000000
1827,skin,skirt,21.000000
1828,feel,idea,21.000000
1829,ruin,town,21.000000
1830,bedroom,breakfast,21.000000
1831,lunch,relax,21.000000
1832,fountain,hill,20.000000
1833,couple,male,20.000000
1834,bathroom,patio,20.000000
1835,dusk,hummingbird,20.000000
1836,guitar,vinyl,20.000000
1837,bright,fruit,20.000000
1838,dead,hang,20.000000
1839,heart,wing,20.000000
1840,salad,sunflower,20.000000
1841,bedroom,patio,20.000000
1842,badge,metro,20.000000
1843,fun,time,20.000000
1844,dark,red,20.000000
1845,concrete,interior,20.000000
1846,cone,windmill,20.000000
1847,racing,shirt,20.000000
1848,mom,smile,20.000000
1849,object,scooter,20.000000
1850,cone,hill,20.000000
1851,breakfast,relax,20.000000
1852,friend,relax,20.000000
1853,fun,guy,20.000000
1854,black,bright,20.000000
1855,dancer,palace,20.000000
1856,frozen,salad,20.000000
1857,brown,hummingbird,20.000000
1858,escalator,railway,20.000000
1859,camel,outdoor,20.000000
1860,autumn,bud,20.000000
1861,male,old,20.000000
1862,hold,nest,20.000000
1863,cute,mammal,20.000000
1864,baseball,show,20.000000
1865,patio,spring,20.000000
1866,mammal,nest,20.000000
1867,cow,pregnancy,20.000000
1868,fun,night,20.000000
1869,game,rocket,20.000000
1870,downtown,ruin,20.000000
1871,makeup,people,20.000000
1872,interior,porch,20.000000
1873,bed,patio,20.000000
1874,relax,sunshine,20.000000
1875,dark,yellow,20.000000
1876,floor,sit,20.000000
1877,grave,number,20.000000
1878,mill,sunflower,20.000000
1879,farm,wind,20.000000
1880,cold,wash,20.000000
1881,drip,hot,20.000000
1882,idea,people,20.000000
1883,couple,old,20.000000
1884,food,gull,20.000000
1885,gate,hotel,20.000000
1886,glitter,night,20.000000
1887,cold,sun,20.000000
1888,chicken,pepper,20.000000
1889,salad,sweet,20.000000
1890,porch,stone,20.000000
1891,coffee,room,20.000000
1892,berry,bright,20.000000
1893,amphibian,hummingbird,20.000000
1894,flamingo,insect,20.000000
1895,club,shirt,20.000000
1896,porch,tower,20.000000
1897,skateboard,swimsuit,20.000000
1898,desert,road,20.000000
1899,kiss,tear,20.000000
1900,feather,grey,20.000000
1901,club,match,19.000000
1902,sit,sleep,19.000000
1903,chapel,porch,19.000000
1904,figure,spiral,19.000000
1905,bud,purple,19.000000
1906,bird,shade,19.000000
1907,blonde,dark,19.000000
1908,burger,frozen,19.000000
1909,chain,engine,19.000000
1910,bathroom,porch,19.000000
1911,country,work,19.000000
1912,leave,stop,19.000000
1913,desk,white,19.000000
1914,object,piano,19.000000
1915,can,mill,19.000000
1916,female,race,19.000000
1917,frost,sunshine,19.000000
1918,soup,sweet,19.000000
1919,black,seat,19.000000
1920,lion,pelican,19.000000
1921,graffito,interior,19.000000
1922,apartment,sleep,19.000000
1923,cold,summer,19.000000
1924,market,orange,19.000000
1925,guy,kiss,19.000000
1926,dirty,guy,19.000000
1927,arm,caterpillar,19.000000
1928,foliage,frost,19.000000
1929,gravestone,pattern,19.000000
1930,shop,summer,19.000000
1931,petal,shade,19.000000
1932,gull,mammal,19.000000
1933,cone,palm,19.000000
1934,makeup,town,19.000000
1935,gull,insect,19.000000
1936,dessert,meat,19.000000
1937,morning,sit,19.000000
1938,doll,new,19.000000
1939,butterfly,glitter,19.000000
1940,interior,skyscraper,19.000000
1941,market,white,19.000000
1942,cute,fun,19.000000
1943,night,sunny,19.000000
1944,bed,staircase,19.000000
1945,miniature,paint,19.000000
1946,bloom,glitter,19.000000
1947,evening,friend,19.000000
1948,city,mill,19.000000
1949,coast,downtown,18.000000
1950,dew,sunshine,18.000000
1951,dragonfly,underwater,18.000000
1952,star,storm,18.000000
1953,patio,wash,18.000000
1954,cold,ear,18.000000
1955,house,windmill,18.000000
1956,fly,toy,18.000000
1957,breakfast,evening,18.000000
1958,hang,rusty,18.000000
1959,dinner,relax,18.000000
1960,aircraft,door,18.000000
1961,porch,ruin,18.000000
1962,cop,dirty,18.000000
1963,cross,tower,18.000000
1964,city,old,18.000000
1965,cold,sunshine,18.000000
